sequence,length,count,up_count,down_count,up_probability
"18,18,15",3,220,176,44,0.8
"3,1,1",3,220,151,69,0.686364
"3,2,5",3,220,95,125,0.431818
"6,24,9",3,219,128,90,0.584475
"7,7,25",3,219,84,134,0.383562
"11,12,12",3,219,90,129,0.410959
"7,24,10",3,219,80,135,0.365297
"3,25,14",3,219,97,122,0.442922
"2,25,2",3,219,82,137,0.374429
"2,16,16",3,218,152,66,0.697248
"16,6,2",3,217,93,119,0.428571
"7,5,23",3,216,63,153,0.291667
"24,11,6",3,216,85,131,0.393519
"14,25,11",3,215,61,151,0.283721
"25,3,14",3,214,92,122,0.429907
"6,9,10",3,213,85,127,0.399061
"2,6,3",3,213,119,94,0.558685
"25,18,16",3,213,118,95,0.553991
"18,2,15",3,212,149,63,0.70283
"3,10,14",3,212,86,126,0.40566
"2,11,4",3,212,76,136,0.358491
"11,8,2",3,211,93,118,0.440758
"7,12,7",3,211,62,149,0.293839
"7,24,4",3,211,94,117,0.445498
"6,25,9",3,211,92,119,0.436019
"3,14,2",3,211,123,88,0.582938
"3,2,11",3,210,88,122,0.419048
"7,12,6",3,209,93,116,0.444976
"18,25,3",3,209,136,73,0.650718
"3,18,2",3,209,128,81,0.61244
"5,7,23",3,208,76,130,0.365385
"8,11,1",3,208,86,121,0.413462
"16,2,5",3,208,89,119,0.427885
"24,4,23",3,208,83,125,0.399038
"3,15,18",3,208,120,88,0.576923
"25,13,10",3,207,114,93,0.550725
"3,24,19",3,207,76,131,0.36715
"15,2,15",3,207,120,86,0.57971
"22,6,6",3,206,87,119,0.42233
"6,3,19",3,205,114,91,0.556098
"23,11,1",3,205,82,121,0.4
"24,18,16",3,204,131,73,0.642157
"25,17,1",3,204,90,114,0.441176
"11,1,10",3,204,78,126,0.382353
"24,10,11",3,204,90,114,0.441176
"5,12,25",3,203,89,114,0.438424
"14,25,3",3,203,90,113,0.44335
"18,16,3",3,202,133,66,0.658416
"20,25,24",3,202,45,157,0.222772
"21,24,10",3,202,89,111,0.440594
"10,2,1",3,202,80,122,0.39604
"20,12,24",3,202,34,168,0.168317
"4,4,5",3,202,63,139,0.311881
"7,17,23",3,201,89,112,0.442786
"13,1,6",3,200,140,60,0.7
"24,18,15",3,199,129,70,0.648241
"12,7,25",3,199,60,138,0.301508
"15,6,16",3,198,85,113,0.429293
"5,12,5",3,198,78,120,0.393939
"17,11,20",3,198,29,169,0.146465
"3,16,5",3,198,122,76,0.616162
"23,23,25",3,197,86,111,0.436548
"7,5,7",3,195,71,124,0.364103
"6,3,1",3,195,108,87,0.553846
"16,18,14",3,194,110,84,0.56701
"15,24,6",3,193,123,70,0.637306
"15,15,16",3,193,125,68,0.647668
"17,20,12",3,193,52,139,0.26943
"20,12,17",3,193,8,185,0.041451
"6,18,11",3,193,77,116,0.398964
"14,15,6",3,193,118,75,0.611399
"4,20,25",3,193,81,112,0.419689
"23,11,17",3,192,73,119,0.380208
"5,5,12",3,192,77,115,0.401042
"4,11,23",3,192,75,116,0.390625
"16,2,16",3,191,116,75,0.60733
"16,25,5",3,191,108,83,0.565445
"4,11,1",3,191,74,117,0.387435
"22,25,3",3,191,110,81,0.575916
"5,7,7",3,190,68,122,0.357895
"11,10,24",3,190,75,115,0.394737
"17,4,12",3,190,74,116,0.389474
"16,2,6",3,189,118,71,0.624339
"6,2,11",3,189,113,75,0.597884
"6,19,25",3,189,52,137,0.275132
"15,5,23",3,188,106,82,0.56383
"6,2,3",3,188,110,78,0.585106
"13,6,13",3,188,123,65,0.654255
"20,12,7",3,188,4,184,0.021277
"18,25,24",3,188,118,70,0.62766
"24,6,18",3,187,83,102,0.44385
"24,6,22",3,187,76,111,0.406417
"20,11,24",3,187,33,154,0.176471
"2,11,1",3,187,70,117,0.374332
"24,21,6",3,185,79,106,0.427027
"13,7,12",3,185,65,120,0.351351
"21,25,24",3,185,73,112,0.394595
"11,16,10",3,184,71,113,0.38587
"18,25,6",3,184,81,103,0.440217
"25,2,6",3,183,72,111,0.393443
"5,20,23",3,182,72,108,0.395604
"24,5,13",3,182,69,113,0.379121
